pseudo,date,comment,tags,subpost,forum_page,day
marozero#2380,2025-04-29 15:51:18,"Avancer de manière rapide et considérable sur l'optimisation globale du jeu.Depuis 5 ans, la promesse principale qui a fait patienter la communauté face à l'expérience de jeu dégradante que proposait Dofus 2 était que Dofus sous Unity allait changer la donne et apporter un jeu stable, fluide et avec très peu de bugs.3 mois après la sortir officielle de Dofus 3.0 et on a toujours pas eu cette version de Dofus qu'on souhaitait tant.Je vous assure que la frustration et le manque de confiance qui règne sur la communauté depuis des années seront en grande partie remédiés si d'ici quelques mois le jeu côté performance et optimisation s'élève à la hauteur des promesses faites au début du projet.Bon courage à vous!",['Debug / performance'],False,8,2025-04-29
Yusonara#1159,2025-04-29 15:53:41,"Supprimer la notion de OVER FM sur les objets <200 afin de stimuler l'économie global du jeu en ""forcant"" A crafter plus de stuffs à tous les niveaux de l'aventure.",['rework Forgemagie'],False,8,2025-04-29
IP-47#9867,2025-04-29 15:53:58,"Proposer des Dofus obtenables via drop avec effets passifsJe suggère de revoir le système d’acquisition des Dofus. Actuellement, la majorité d’entre eux sont uniquement obtenus via des quêtes longues et linéaires. Une alternative intéressante serait d’introduire des versions de Dofus obtenables en drop sur des monstres, avec des taux très bas (entre 0,001 % et 0,005 %), à la manière des anciens Dofus comme l'Émeraude ou le Pourpre.On pourrait imaginer deux variantes :Les Dofus de quête actuels n’auraient pas d’effet passif.Les Dofus obtenus en drop auraient un effet passif unique et intéressant, donnant une vraie valeur à leur rareté.Cela ajouterait un aspect de rareté, de surprise et de motivation au farm, tout en redonnant une place au hasard dans l’obtention des objets les plus emblématiques du jeu.","['drops rares en combat', 'drops des dofus ']",False,8,2025-04-29
killer-eca66613#5482,2025-04-29 15:56:39,Faut faire un truc pour l'économie du jeu quitte a lier certaines choses au compte (les Dofus notamment),['Autre'],False,8,2025-04-29
Heazax#3534,2025-04-29 15:57:32,"Bonjour,Autorisé le multicompte en attaque / défense percepteurs (mais pas en AVA).Cela permettra de combattre les abus et de mettre tout le monde au même niveau !","['Rework AVA', 'Rework Percepteurs']",False,8,2025-04-29
Spaadd#2525,2025-04-29 15:58:31,"Refonte du Kolizéum avec l'intégration d'un système de classement classique, similaire à celui que l'on retrouve dans la plupart des jeux compétitifs à succès. Le système de côté actuel ne reflète pas le niveau d'un joueur.","['Améliorer Kolizéum (recompenses, matchmaking, etc.)']",False,8,2025-04-29
Ashura35#5941,2025-04-29 15:59:14,"Revoir les différents évents (pwak, nowel...). Ces derniers sont vieillissants avec du contenu et des mécaniques qui manque d'originalité et sont extrêmement chronophage (big up a la quête des emballages de pwak). Les récompenses fournies lors des évents sont également peu intéressantes, notamment au vu des efforts nécessaires à la réalisation des quêtes (comme le dofus cacao par exemple). Il faudrait mettre en place des activités réellement originales et challengeantes, qui changent du gameplay habituel et donnent envie aux joueurs de passer du temps dans ces évents. La mise en place de récompense exclusives qui varient chaque année (cosmétiques) serait un plus. L'ajout de Dofus réellement utile au lvl200 serait également u bon moyen de motiver les joueurs à y passer du temps, mais au vu de la courte fenêtre disponible pour réaliser les quêtes chaque année, il est possible que ce soit une mauvaise idée.",['Équilibrage des classes'],False,9,2025-04-29
Hol-Tight#6734,2025-04-29 15:59:30,"Redonner une identité aux classesOui c'est cool que les classes peuvent tout faire, mais cela devient aussi un problème. Toutes les classes font du dégât, du soin, de la protection, du boost et etc.Il y a des classes qui doivent avoir une identité et donner une vraie raison de les jouer","[""manque d'Identité de classe""]",False,9,2025-04-29
Spaadd#2525,2025-04-29 15:59:44,Poursuivre la priorisation de la correction des bugs afin de garantir une expérience de jeu fluide et agréable.,['Debug / performance'],False,9,2025-04-29
Hol-Tight#6734,2025-04-29 16:00:14,Avoir un sujet forum sur chaque classe,['Autre'],False,9,2025-04-29
Spaadd#2525,2025-04-29 16:00:31,Création de nouvelles classes pour diversifier le gameplay,['Autre'],False,9,2025-04-29
blackpowerdemoniak#3167,2025-04-29 16:02:20,"Depuis la 3.1 surtout : quand on clic sur une cellule pour se déplacer en combat, parfois, notre personnage part sur une cellule complètement différente. Souvent dans une direction opposé. Ça arrive surtout si on clic trop vite sur la cellule.",['Autre'],False,9,2025-04-29
Warning-Blast#9443,2025-04-29 16:03:05,"Bonjour,REFONTE ALIGNEMENTS (JCJ) :- Permettre le gain de Point d'honneur avec une tranche de niveau d'écart de 10, voir 15 au maximum.- Réimplanter le système de point de deshonneur lors d'une agression contre un joueur n'étant pas dans notre tranche de gain de point d'honneur.- Refonte/Debug des ailes d'alignement. ---> Si je suis LvL 200, je vois les ailes activés des autres joueurs de la même manière qu'ils soient LvL 200 ou LvL 20. Cela relève d'un bug apparu lors de la 3.0. Ce n'était pas le cas avant. Les ailes étaient plus assombries si le joueur était plus bas level que moi.- Rendre la map [2,0] Village Amakna agressable qu'on ait les ailes activées ou pas. Rajouter des tribunes comme dans une arène de gladiateur et en faire une zone de combat JcJ. Ajouter une icône à la map. Elle doit être la référence lorsqu'on veut faire du JcJ.Soit suivre les avis des joueurs ou tout simplement intégrer cette feature obligatoirement à la future refonte AvA.Bonjour,DEBUG:Permettre aux joueurs de continuer leurs activités lorsqu'on accepte un Kolizeum et donc ne pas être bloqué sans pouvoir bouger.","['Debug / performance', 'anciennes maps de combat', 'Améliorer Kolizéum (recompenses, matchmaking, etc.)']",False,9,2025-04-29
DukonMoretti#3481,2025-04-29 16:05:18,"LA MAFIA PVP hispanique en T5 : vous comptez agir un jour ? Ou les centaines de requêtes au suppport ne sont que du temps perdu ? Car des joueurs se font des dizaines de millions de kamas par jour en TRICHANT. Légalisez pour tout le monde, ou pénalisez. Mais là c'est plus possible.",['Mafias pépites/pl'],False,9,2025-04-29
Tal-Jana#6637,2025-04-29 16:06:21,"Revaloriser les classes à la traine en PVM qui ont subit beaucoup trop de nerfs à cause du PVP comme l’Ouginak qui doit jouer 100% mélée, et en endgame c’est infame.Car le PVM reste le coeur du jeu, ne l’oubliez pas. Instaurer un système de Perks à la Overwatch en donjon, faites ce que vous voulez, mais redonnez nous plaisir à jouer des classes oubliées car nulle face aux autres.",['Équilibrage des classes'],False,9,2025-04-29
Arthegone#8636,2025-04-29 16:07:02,"Revoir les guildes au plus vite… septembre et fin d’année c’est trop loin. Elles sont toutes entrain de mourir petit à petit et ne servent quasiment plus à rien.En tant que maître de grosses guilde, on boit vraiment une perte totale d’intérêt pour ces dernières au profit des alliances.S’il vous plaît, attendez pas encore et faites des modifications très rapidement sad septembre c’est beaucoup trop tard !!!Ça m’embête de voir les guildes se vider jour après jour",['Rework guildes/Alliances'],False,9,2025-04-29
Khoril#8227,2025-04-29 16:07:46,"Pas très important mais par contre très simple à faire: ajouter la possibilité de fermer les menus ""invocations"" et ""compagnons"" qui affichent en plein milieu de la map les barre de sorts dont on n'a pas besoin, dans une taille inutilement grande.",['Autre'],False,9,2025-04-29
desintegreur69#4653,2025-04-29 16:09:09,"Bonjour, le mode tactique et continuer à améliorer la DA item classe et enlever la posture boxeur","['Direction artistique', 'retour Mode tactique']",False,9,2025-04-29
Angom8#5973,2025-04-29 16:09:20,"L'état désastreux du forum depuis 2017Explication succincte :* On attend toujours les promesses de correctif depuis 2017* Il y a eu un vide d'annonce, de retours et globalement de tout concernant le forum* Le forum était désastreux pour 2017, il l'est encore plus en 2025 par rapport aux standards attendus.",['Autre'],False,9,2025-04-29
x-PreaZy-x#1322,2025-04-29 16:09:33,"Sujet :Optimisation des performances et stabilité client/serveur, Correction des bugs.Explication succincte :Malgré les corrections 3.1 des bugs critiques, des temps de chargement élevés et des crashs sporadiques persistent, impactant négativement l’engagement, notamment au lancement du jeu.Propositions d’axes d’amélioration :Mettre fin durant quelques temps àtoutes implémentation de contenusjusqu'à correction à 100% des bugs persistants/critiques depuis le lancement de la Version 3.0Mettre en place unprofilage continude la consommation CPU/RAM et automatiser la génération de rapports de performance en conditions réelles.Optimiser lestreaming progressif des assetsvia Unity Addressables et compression des textures pour réduire les temps de chargement initiaux.Affiner lerollback serveuren augmentant la fréquence des snapshots d’état pour limiter la perte de progression en cas de plantage.","['compensations', 'Debug / performance']",False,9,2025-04-29
desintegreur69#4653,2025-04-29 16:09:46,Mode créature dissocier entre combat et hors combat,['mode créature'],False,9,2025-04-29
BananeEnFurie#2750,2025-04-29 16:10:07,"Lier les Dofusprimordiauxaux comptes, et permettre la vente de sous-dofus en HDV.Lore accurate et dans un point de vue de suppression des gatekeep PVP des Dofus, ces Oeufs n'ont rien a faire dans un hotel de vente, en quantité *150.",['Améliorations des Interface'],False,9,2025-04-29
Rekkt#6921,2025-04-29 16:10:23,"Saphido2#1154|29/04/2025 - 13:24:53+1, ça devient vraiment urgent, à cause du PvP, on se retrouve avec des classes vraiment pas fun et rigide en PvM (coucou le sadida), et concernant les invocs, la plupart sont vraiment useless.pas fun et rigide en pvm = je peux pas taper tous le monde en même temps même si je gère le contenu du jeu en gelano pa pm",['Autre'],False,9,2025-04-29
x-PreaZy-x#1322,2025-04-29 16:10:45,"Explication succincte :Les tutoriels actuels et l’autopilotage (Wabbits, Koalaks) sont un bon début, mais restent trop succincts pour rendre autonome un néophyte .Propositions d’axes d’amélioration :Déployer un tutoriel pas-à-pas découpé en chapitres (combat, métiers, donjons) avec des bulles explicatives guidées .Associer des récompenses incitatives (XP/objets) à chaque étape pour encourager la progression et familiariser le joueur avec les mécaniques 3.1 .",['ajout de tutoriels sur les mécaniques de jeu'],False,9,2025-04-29
pierrogator#6479,2025-04-29 16:10:56,"Hello,Pour ma part je souhaitais passer de 4 comptes à 8. Mais depuis le début de la semaine, j'ai beau créer les comptes (via une nouvelle adresse mail), impossible de lier le compte au launcher et avoir les 8 comptes... (j'ai essayé 2 fois avec deux mails différents, j'ai l'habitude de gerer mes mdp avec mes 4 comptes, mais là je n'y arrive juste pas)Force pour la suite",['Autre'],False,9,2025-04-29
desintegreur69#4653,2025-04-29 16:11:24,Remettre les map de combat en map par map comme avant,['anciennes maps de combat'],False,9,2025-04-29
LheniBar#9580,2025-04-29 16:11:28,"Bonjour, il faut absolument corriger les bugs de quêtes.Dans mon cas c'est sûrement dû aux changements depuis les nouvelles quêtes. Mon perso 200 a dû refaire une liste de quête jusqu'à Protection divine mais je ne peux pas finir la quêtes car mon maitre de temple ne me parle que des dopeuls. Ce bug m'empêche de coninuer toute les quêtes liés à celle-ci et il y en a pas mal.Ps : il faut corriger tous les bugs de quête, pas seulement celui-ci.",['Debug / performance'],False,10,2025-04-29
x-PreaZy-x#1322,2025-04-29 16:11:47,"Explication succincte :Les scripts de farming et les bots de Kolizéum faussent le marché des ressources et dégradent l’expérience PvP/PvE. On ne parlera pas des milices PL Nidas/revente de kamas.Propositions d’axes d’amélioration :Intégrer un anti-cheat basé sur le machine learning, analysant les patterns de clics et de déplacements pour détecter les scripts malveillants .Mettre en place un centre de modération accessible 24/7 et enrichir le reporting in-game (captures automatiques des comportements suspects) pour traiter rapidement les signalements .","['Bots', 'Meilleure Modération']",False,10,2025-04-29
ShuuShuuhei#7561,2025-04-29 16:11:58,"Désolé d'avance pour le nombre de points que je vais ouvrir, mais il y a beaucoup de choses à revoir :Equilibrage PvM/PvP différents sur toutes les classes, pour que plusieurs modes soient viables dans les deux cas, et qu'on ait plus de diversités en PvM ET en PvP.Nerf la quantité de ressources obtenues en récoltant et augmenter l'xp obtenue, il faudrait aussi nerf l'xp obtenue par les crafts : Cela permettra de nerf les bots métier ET les vendeurs de pack métier (qui les ont sûrement obtenus en botant).Rendre achetables les drops importants de quête (type parangon) mais de laisser la possibilité de les drop (vous déciderez vous-mêmes du prix de la ressource) => Ca facilitera les quêtes pour les persos secondaires, et ça réduira le nombre de kamas qu'il y a dans le jeu.Remettre les dofus dropables avec un jet aléatoire ET/OU sans leur pouvoir, tout en laissant la possibilité de faire les quêtes pour avoir le dofus jet max + pouvoir. (Changer les prérequis pour certaines quêtes par : avoir 6/6 et non plus avoir les six dofus primordiaux)Forcer l'économie des pépites à être comme vous le souhaitez : Mettre un PNJ de vente de pépites à prix fixe pour réduire le prix des pépites et donc, les bénéfices des vendeurs de kamas.Faire attention aux joueurs qui font du PL, pour que s'il y a ne serait-ce qu'une suspicion de vente de kamas qu'on leur retire TOUS leurs kamas de TOUS leurs comptes. (Ca évitera le partage de compte et le multi-compte même sur les serveurs mono-comptes, on salue les Dont panik entre autres)Revoir la quête du dofus ocre : Pour moi, la meilleure idée serait de continuer à laisser la capture de TOUS les monstres et les boss qui existaient en 1.29, mais ne plus mettre la totalité des archis à avoir (exemple : 50 archi différents sur 286), et réduire aussi le nombre de personnes pour l'ouverture krala.Augmenter soit le taux de drop des ressources rares des protecteurs, soit le taux d'apparition de ces derniers pour encore appuyer sur le nerf des bots métier.Rendre les éklâmes dropables sur les percosAvoir un feedback sur les reports, qu'on sache si la personne a bien été sanctionnée, sans pour autant nous dire la sanctionQue les interfaces soient réellement fixes. Il arrive qu'elles se déplacent d'un micro pixel et qu'elles se chevauchent les unes et les autres, c'est très perturbant.Que vous réfléchissiez avec vos stats sur quoi vous devriez focus, je m'explique : Vous avez toutes les stats existantes, pour savoir qui clear tel ou tel contenu, donc, adaptez vous à cela. Si vous comptiez rajouter du contenu difficile à créer, réaliser et équilibrer pour aller ""plus loin"" que le contenu endgame actuel alors que même pas 0.1% de vos joueurs ne font le contenu compliqué, autant faire du contenu plus simple, fun et/ou rp-friendly.Que vous réfléchissiez à un moyen de faire un genre de saison PvM (avec des succès liés, des apparats, des récompenses) pour qu'on ait un genre de temporis sur nos propres serveurs, que ça donne envie aux gens de rush tous les X temps, et que ça les récompense.Pourquoi pas le même gladiatrool que 1.29, avec des récompenses à la clé.MAIS AVANT TOUT, LE DEBUGGAGE ! C'est le point le plus important, et je pense que vous devriez augmenter l'équipe de testers. Ou augmenter votre nombre de tests, peu importe, mais qu'il y ait des nouveaux micro-bugs à chaque patch sans que vous vous en soyez rendus compte en amont, alors que vous testez, est très frustrantDésolé de ne pas avoir respecté la règle du 1 post = 1 sujet, mais je ne voulais pas flood non plus.","['Équilibrage des classes', 'Séparation pvp & pvm', 'quête Dofus Ocre / craft PDA', 'Bots', 'drops rares en combat', 'drops des dofus ', 'Debug / performance', 'Améliorations des Interface']",False,10,2025-04-29
x-PreaZy-x#1322,2025-04-29 16:12:23,"Explication succincte :La refonte des recettes (pierres d’âme, galets) et l’ajustement des taux de drop des boss ont limité l’inflation, mais l’économie manque de cycles de consommation durables .Propositions d’axes d’amélioration :Lancer des événements saisonniers consommateurs (raids, donjons éphémères) qui absorbent d’anciennes ressources .Mettre en place une rotation trimestrielle des recettes d’artisanat pour varier la demande et maintenir l’équilibre du marché .",['Équilibrage des classes'],False,10,2025-04-29
pierrogator#6479,2025-04-29 16:13:55,"Relier les succès dofus au compte. Exemple j'ai le 6 sur 6 sur un perso, je voudrais changer de classe en remontant un perso 200 (sans reroll), c'est relou de devoir se retaper le 6 sur 6 pour aller faire un Dom de Pin par exemple",['Autre'],False,10,2025-04-29
42scientist#7705,2025-04-29 16:14:01,"Donner des explications pour quand vous sortez des nerfs de nulle part (notamment le nerf sablier de ce matin, qui détruit le sort, la voie associée, alors que de meilleures modifs sont proposées par vos joueurs).",['changelogs plus exhaustifs / complets'],False,10,2025-04-29
x-PreaZy-x#1322,2025-04-29 16:14:13,"Explication succincte :Il est très difficile de former un groupe pour donjon ou quête sans passer par des forums externes ou Discord .Propositions d’axes d’amélioration :Intégrer un module de matchmaking natif, inspiré de Dofus Touch, pour trouver des compagnons en quelques clics .Ajouter un filtre par rôle et par niveau pour cibler rapidement le profil souhaité .Explication succincte :Sans animations régulières, l’engagement baisse rapidement une fois le contenu principal épuisé .Propositions d’axes d’amélioration :Lancer des saisons thématiques de 6–8 semaines avec quêtes spéciales, cosmétiques exclusifs et défis PvE/PvP .Organiser des méta-événements dynamiques simultanés sur plusieurs zones, favorisant l’entraide massive et la coopération .Explication succincte :Les nerfs récents sur Sadida et Ecaflip sont jugés excessifs, réduisant la diversité des builds .Propositions d’axes d’amélioration :Réévaluer ces changements via des sondages rapides en bêta et ajuster progressivement les valeurs .Impliquer la communauté par des tests publics et ajuster chaque palier en fonction des retours .",['Équilibrage des classes'],False,10,2025-04-29
bleehmouth#3882,2025-04-29 16:15:54,"Congédié totAprès plusieurs années d’échec constant, de mensonges et de fausse promesseDofus est maintenant en état végétatif, l’ombre de lui même.Le seul responsable est la personne qui dirige le jeux, si on peux bien dire qu’il à les mains sur la gouverne.",['rework songes'],False,10,2025-04-29
x-PreaZy-x#1322,2025-04-29 16:16:09,"Explication succincte :Pour émerger sur la scène eSports, Dofus doit être à la fois spectaculaire à regarder et parfaitement équilibré .Propositions d’axes d’amélioration :Organiser des tournois officiels réguliers avec suivi en direct et intégration Twitch .Mettre en place des classements hebdomadaires et des récompenses pour les meilleures équipes afin de créer un calendrier compétitif durable .",['Autre'],False,10,2025-04-29
Lyt148#8750,2025-04-29 16:17:54,Revoir la coherence des classes et leur kit de sorts/passifiop eau spécialiste des shield qui l'a voler au zobal ...peut etre avoir un arbre talent ?,['Autre'],False,10,2025-04-29
Yaaucunnomdelibre#3490,2025-04-29 16:18:29,"Arrêtez de faire tous vos changements de recettes qui introduisent de nouvelles ressources en 1 fois.Si je reprends voter ajout des éklames. Vous avez foutu le bordel en bloquant les joueurs sur la création de pierres en changeant la recette ET en introduisant une nouvelle ressource que de fait personne ne possédait.Ce faisant, vous avez bloqué la progression de tous les joueurs qui n'avaient pas fait de stocks de pierres d'âmes.A l'avenir, envisagez d'introduire de nouvelles ressources à 1 maj et de laisser plusieurs semaines pour que les joueurs puissent faire un petit stock avant de changer les recettes. Vous arrêterez ainsi tous les bonds dans l'économie et les blocages.",['Eklames dans craft potion'],False,10,2025-04-29
LeA95#6226,2025-04-29 16:19:20,"Le retour du mode tactique en combat, je vous jure mes yeux saignes trop faite quelque chose!",['retour Mode tactique'],False,10,2025-04-29
skebab#8690,2025-04-29 16:21:32,Remettez les upvote et downvote sur le forum qu'on puisse voter pour les idées intéressantes.,['retour upvotes/downvotes sur Forum Dofus)'],False,10,2025-04-29
pierrogator#6479,2025-04-29 16:22:16,"Simplifier certains cbts de quêtes dans certains cas très spécifique, exemple :Je voulais faire le forgelave sur mes 4 persos et je suis tombé face au cbt dans la zone Bethel où il faut se taper 3 vagues de 8 mobs a nécronyx... C'est juste l'enfer sur terre si tu n'es pas 8... La quête est archi vielle donc personne ne veut la faire et je ne vais certainement pas payer un mercenaire pour m'aider dans ce cbt, j'ai juste abandonné l'objectif forgelave et j'attends la dimension osa pour du nouveau contenuPourquoi ne pas juste avoir un cbt adaptatif à la taille du groupe ici par exemple ? C'est un cbt ultra chiant (la mécanique de nécronyx est infame) et avec les bugs actuels sur le jeu sur un cbt de 45min (perdu finalement...) on a le temps d'en recontrer des bugs, ralentissement !Donc voila, je suis pour la difficulté dans les quêtes, mais il faut que ça soit justifié (cbt tactique, cbt de fin de succès etc....), là c'est un cbt qui pop de nul part, infame... J'ai pu faire full dofus jusqu'au Sylvestre à 4 comptes, je trouve ça chelou de bloquer sur une quete random de la zone bethel.Bon courage pour la suite",['Debug / performance'],False,10,2025-04-29
Monox2801#8180,2025-04-29 16:24:18,"Bonjour,Pour moi il est plus qu urgent de separe les sorts pvm/pvp ou du moins de dissocier les 2. Cela ruine le pvm a cause du manque d identite des classes et le fait que certaines peuvent faire bcp trop de choses. Je m explique.Vous avez tendances a base votre equilibrage des classes sur le pvp ce qui fait qu aujourd hui les joueurs pvm se retouve sanctionne a cause de la commu pvp.Ce qui induit clairement pour moi a un non sens total. Vous nous dites que la commu pvm est plus importante en termes de chiffre mais a chaque nerf ou buff c est a cause du pvp...C est aussi pour sa que selon moi, nous n avons plus aucun role de classe car les joueurs pvp veulent performer avec tout mais cela ne correspond pas a l identite des classes.Du coup on se retrouve a pouvoir faire tous le contenu du jeu qu avec une poignee de classes et que des classes distance car le melee c est mort au vu des quetes/dj qui nous demande de hit and run la plus part du temps.Faites donc en sorte que ts le contenu puisse etre fait pas ttes les classes et quelles puissent etre forte en pvm a leur maniere sans impacter le pvp.Par exemple si jveux jouer iop sur un dj lvl 200 je dois pouvoir y arrive en jouant cac sans etre oblige de hit and run. Si je veux rester en mele donne donc des outils au classes cac pour survivre plus.Marre de jouer ""meta"" car les gens veulent avance et ne recrute que ses classes dites ""meta"" car ils.savant tres bien qu a distance ils vont pouvoir gerer plutot facilement.Bonne journee a vous et bon courage.","['Équilibrage des classes', 'Séparation pvp & pvm']",False,10,2025-04-29
Ashura35#5941,2025-04-29 16:24:28,"La mise en place d'un système de spécialisation une fois le lvl 200 atteint, permettant d'obtenir de nouveau sorts et/ou de modifier certains sorts existant (à la manière d'items de classe) en fonction des spécialisations choisies. Cela permettrait d'augmenter les possibilités de gameplay des classes, de spécialiser son personnage dans un rôle et d'éviter de voir toujours les mêmes voies/stuff joués sur chaque classe.",['Autre'],False,10,2025-04-29
LeRetourDuDiabete#1324,2025-04-29 16:24:51,Faire des actions notablee contre les logiciels de triches qui sont ouvertement utilisés car ils ont aucunement peur de bans ou d'action de la part d'Ankama.Tel que le logiciel Frigost qui semble être utilisé par une bonne partie des gens sur les serveurs monocompte pour permettre le multicompte.. Cela a démotivé bien des gens honnêtes à jouer en mono.,['Bots'],False,10,2025-04-29
pierrogator#6479,2025-04-29 16:27:26,"Un moyen de regrouper le stuff / ressources d'un groupe (pour le multi compte entre autre), pour ne pas passer sa vie a faire des échanges de perso à perso :- Almanax- pain- stuff",['Autre'],False,10,2025-04-29
3bi9a-jwanat#9719,2025-04-29 16:27:46,Interdir le pl en general (donjon/arene) fait des actions contre les mafia Pl/Pepite .,"['Mafias pépites/pl', 'action sur le PL (encadrement, interdiction, etc)']",False,10,2025-04-29
ShishiLeSushi#2071,2025-04-29 16:28:19,"Changer le comportement des combats de quêtes ou l'on joue notre personnage avec ses sorts classiques. Pour certaines classes, certains combats ne sont que des formalités, alors que pour d'autres ils demandent une optimisation poussée.Cela permettrait de régler la difficulté du combat, de manière équitable pour tout le monde.",['combats de quêtes'],False,10,2025-04-29
holydaysk#2615,2025-04-29 16:28:51,"Avoir une séparation pvp/pvm au niveau des valeurs des sorts, ainsi quand il y aura un nerf en pvp ou pvm cela n'aura pas un impact sur l'autre contenue à moins que le nerf dans les deux contenus soit nécessaire","['Équilibrage des classes', 'Séparation pvp & pvm']",False,11,2025-04-29
Lyt148#8750,2025-04-29 16:29:58,"Rendre le jeu vraiment fluide :Lorsqu'on joue à d'autres jeux, il est évident que ce jeu manque de fluidité. Il suffit de fermer et de rouvrir les fenêtres de l'interface pour constater le problème.Dans les menus, à l'hôtel de vente et durant les déplacements.Il y a un problème majeur. c'est a cause de ca que j'avais stop dofus 2.0Éliminer les écrans noirs lors des changements de carte pour que le passage soit instantané.De nombreux éléments bloquants subsistent, avec des mécaniques datant de 20ans, comme l'impossibilité de changer son équipement en se déplaçant, etc.",['Améliorations des Interface'],False,11,2025-04-29
Maux-Dits#6530,2025-04-29 16:31:30,[OUGINAK] bug : Mettre a jour le modèle ouginak- Forme ougigarou en HD- Couleur correctement appliqué (actuellement une seule couleur est prise en compte)- Ajouter une posture de classe a la forme de base,['Debug / performance'],False,11,2025-04-29
Jesuuispas#6395,2025-04-29 16:32:26,"Pouvoir, depuis notre inventaire, sur une ressource ou consommable, voir directement la quantité possédée en banque egalement.",['Autre'],False,11,2025-04-29
binadi#9075,2025-04-29 16:32:29,Mettre le jeu de carte de dofus retro aussi sur cette version !,['Autre'],False,11,2025-04-29
osamorgan#2185,2025-04-29 16:33:18,"Je sais que c’est un jeu multijoueur, j’en suis bien conscient, cependant un système de songe monocompte serais tellement bien! J’adorerais l’idée de me battre seul face à un boss, surtout avec cet aspect roguelike, c’est génialissime",['Autre'],False,11,2025-04-29
saladeharicots#5116,2025-04-29 16:33:32,"Mettre en place une vraie modération, rémunérée, pour endiguer au maximum les abus et bots.​​​​","['Bots', 'Meilleure Modération']",False,11,2025-04-29
jifm#3238,2025-04-29 16:33:56,Que fait on pour les joueurs qui n’ont eu aucune compensation au début de dofus 3 ?Je m’explique. Il y a eu une compensation au début de dofus 3 avec une histoire de galet et d’une faille de cette compensation. Ceci n’a duré que quelques heures.Les joueurs en ayant bénéficié se sont gavés et ont bénéficié d’un gros avantage.D’autres n’ont absolument rien eu. Que faire pour eux ?,['compensations'],False,11,2025-04-29
FrisaXxWind#5939,2025-04-29 16:37:17,"Je vois loin, très loin. Mais ça me semble nécessaire d'avoir l'avis d'Ankama là dessus.Est ce qu'il est envisageable d'un jour casser cette barrière du niveau 200 ou du moins artificiellement voir une réelle progression des personnages avec des équipement 201+ par exemple ?Aujourd'hui, tout le contenu End Game tourne autour du niveau 200. La progression de la difficulté semble stagner. Certes les mécaniques de donjon end game évoluent mais en réalité les stuffs restes les mêmes.Les boss ont de plus en plus de points de vie, les monstres tapent de plus en plus fort et parfois ont plus de points de vie que d'autres monstre 200 vieux.Est ce qu'il ne serait pas intéressant d'aborder un nouvel arc narratif avec des nouveaux Dofus évidemment mais surtout un dépassement de ce plafonds de verre en terme de stuffs, stats etc.Pourquoi pas commencer à avoir des stuffs niveau 205, 210 avec forcément les stats qui augmentent (des items a 110 de stats ou des gros bonus de panoplie). ça permettrait de commencer à taper des boss qui ont de plus en plus de HP et de vie.Il y'a déjà des personnages oméga 100, 200 etc. mais pourquoi pas réaliser une grosse série de quête (ou autre parce que y'a des joueurs full PvP) pour débloquer ce nouveau leveling et pouvoir équiper de nouveaux équipements 201+ ?",['Autre'],False,11,2025-04-29
Guidricmono#8302,2025-04-29 16:37:40,Afin de pouvoir tester réellement l'impactes des mises à jours sur les Versions Beta avant migration sur officiel.Il faut créer une phrise qui se delock quand on réalise les crafts / capture de montures / combats de koli (les modifications de la mise a jours). Pour appâter la population a venir tester sur la beta en échange d'appârat ou de titre.,['Debug / performance'],False,11,2025-04-29
II-apocalipse-II#1126,2025-04-29 16:37:52,"Rendre le jeu à 8 comptes de nouveau fluide.Les fuites de mémoires et les sur-couche esthétique ont rendu le multi-compte moins agréable, voir même catastrophique à certain moment. Le meilleur exemple sont les pop-up de dialogue qui sont ultra-long en multi-compte, et encore plus si ils impliquent un changement de map en même temps que l’auto-follow",['Debug / performance'],False,11,2025-04-29
kirademerode#4450,2025-04-29 16:39:31,"L'ajout d'un (ou plusieurs !) thème plus clair comme sur 1.29 (avec écritures foncées sur fond écru) serait un vrai plus. Adapter les thèmes déjà existants avec leur identité et leur donner une alternative claire pourrait être bien, par exemple.Je sais que beaucoup ne comprennent pas l'intérêt d'un mode clair mais c'est vraiment utile niveau accessibilité (pour les personnes avec des pbs de vue surtout).",['Autre'],False,11,2025-04-29
Sinasraven#3605,2025-04-29 16:41:26,Ne plus avoir de restrictions horaires mais plutôt une quêtes pour certaines émotes de quêtes genre : Faire un bisou !,['implémenter Attitudes/emotes etc'],False,11,2025-04-29
TheNforGiven#9134,2025-04-29 16:41:28,"Suppression des percepteursLa façon dont je vois le jeu c’est que le pvp c’est le contenu endgame d’optimisation et ça s’appuie sur le farm pvm. Vous allez aussi dans ce sens en réduisant les galets ou les pépites dans les recettes.Mais le plus gros monopole des joueurs pvp se fait avec les percepteurs.En jouant sur pionnier monocompte avec une alliance pvp j’ai vite vu que peu importe le nombre de fois que je fais un donjon c’est pas moi qui vais générer les ressources pour mes équipements, la team pvp qui a les droits de percepteurs génère des centaines de ressources rare par jour sans jamais taper un boss. Puis effet boule de neige se stuff plus et devient de plus en plus imbattable en combat de percepteur et finit par dominer le serveur.Je trouve pas normal que les ressources de mobs, censées être la ressource des joueurs pvm, soit confisquées par ces joueurs pvp. Donc le plus direct serait une suppression des percepteurs mais sinon je sais pas une autre manière de baisser leur influence ?","['drops rares en combat', 'Génération de pépites', 'Rework Percepteurs']",False,11,2025-04-29
